Company_ID,Year,Carbon_Emissions,Energy_Use,Waste_Recycled
C0008,2015,43584.36,96875.96,42.47
C0008,2016,5039.08,70848.82,46.14
C0008,2017,47419.10,30560.02,37.88
C0008,2018,3083.20,32311.44,27.10
C0008,2019,9913.80,83134.11,56.52
C0008,2020,29645.18,45632.78,80.56
C0008,2021,4956.12,40171.30,43.50
C0008,2022,8924.66,94783.93,36.58
C0008,2023,47721.10,6257.15,39.95
C0008,2024,49739.71,54871.85,80.33
C0009,2015,40108.69,78632.28,56.95
C0009,2016,26245.26,74936.06,29.16
C0009,2017,45114.75,39919.57,69.65
C0009,2018,6483.04,55886.59,30.81
C0009,2019,47201.70,5529.84,24.22
C0009,2020,18226.09,55808.88,37.90
C0009,2021,43212.98,61088.12,31.77
C0009,2022,33750.30,88105.18,62.35
C0009,2023,48053.44,25020.04,53.92
C0009,2024,43369.22,83388.84,70.68
C0010,2015,44506.99,73216.32,55.81
C0010,2016,31955.96,68272.93,49.33
C0010,2017,41824.77,42466.84,56.84
C0010,2018,38099.43,39906.27,50.41
C0010,2019,8919.53,71809.82,22.60
C0010,2020,32781.25,99071.21,67.65
C0010,2021,8260.60,43508.61,87.35
C0010,2022,43603.35,92266.98,49.54
C0010,2023,4231.54,60721.78,49.66
C0010,2024,49365.29,87475.74,23.20
C0011,2015,20630.71,25633.09,82.33
C0011,2016,9360.84,77412.05,85.04
C0011,2017,46848.07,84319.63,76.92
C0011,2018,3225.87,84056.07,27.44
C0011,2019,24035.18,79547.58,83.02
C0011,2020,38741.13,33898.58,21.68
C0011,2021,16520.77,54585.27,51.12
C0011,2022,26912.90,33471.95,55.04
C0011,2023,35320.24,37581.76,78.38
C0011,2024,47646.84,33615.79,72.56
C0012,2015,6032.43,32001.57,75.80
C0012,2016,8704.11,70875.06,80.75
C0012,2017,25934.67,66775.05,53.32
C0012,2018,21505.27,24405.10,74.62
C0012,2019,21129.01,70694.28,24.76
C0012,2020,15551.11,32651.52,51.12
C0012,2021,28473.56,24163.24,22.11
C0012,2022,44281.13,75988.93,84.07
C0012,2023,8885.29,39472.47,87.09
C0012,2024,11549.03,59088.30,25.88
C0013,2015,33870.35,24011.78,57.28
C0013,2016,3753.69,63300.91,42.76
C0013,2017,34014.45,24759.38,43.98
C0013,2018,16408.35,20853.31,51.55
C0013,2019,18534.84,41720.21,28.75
C0013,2020,20871.92,80055.87,32.65
C0013,2021,18129.79,21770.76,60.42
C0013,2022,42219.27,16117.52,21.31
C0013,2023,47357.35,8006.53,61.99
C0013,2024,27852.56,44516.75,42.32
C0014,2015,29512.05,31792.38,78.25
C0014,2016,4453.67,32750.30,62.00
C0014,2017,35946.40,98284.48,69.57
C0014,2018,29620.84,23441.72,28.01
C0014,2019,3469.33,48550.57,38.61
C0014,2020,10722.86,98704.98,89.77
C0014,2021,10895.23,7908.71,50.36
C0014,2022,9377.43,71182.46,45.12
C0014,2023,33273.65,40252.88,81.17
C0014,2024,46493.54,91079.27,22.32
C0015,2015,38385.79,91634.44,57.43
C0015,2016,24391.30,41785.21,34.72
C0015,2017,20798.51,26039.03,45.77
C0015,2018,19936.45,45660.33,33.98
C0015,2019,30461.10,96704.10,22.65
C0015,2020,18601.81,31732.87,49.16
C0015,2021,12079.98,98225.19,75.24
C0015,2022,30539.30,82842.19,86.64
C0015,2023,20144.57,30407.97,63.67
C0015,2024,1692.12,80151.60,47.22
C0016,2015,2089.32,9730.95,73.89
C0016,2016,14432.69,57066.02,55.37
C0016,2017,26108.69,38948.17,45.73
C0016,2018,18357.74,45558.92,32.54
C0016,2019,2178.70,49921.16,75.73
C0016,2020,11934.44,52757.71,55.03
C0016,2021,5724.55,67359.17,87.47
C0016,2022,47482.97,71193.82,76.13
C0016,2023,16328.87,97691.88,49.40
C0016,2024,1723.55,77463.97,71.86
C0017,2015,33367.60,70340.79,51.74
C0017,2016,12389.95,42283.59,25.59
C0017,2017,28770.08,16191.77,56.17
C0017,2018,8386.53,10584.90,80.60
C0017,2019,49216.65,50380.05,79.88
C0017,2020,48542.70,68484.39,60.25
C0017,2021,33143.18,66765.19,46.60
C0017,2022,35652.93,95521.83,20.71
C0017,2023,21868.07,41330.85,41.80
C0017,2024,48146.79,64639.46,89.29
C0018,2015,21763.24,89348.01,70.85
C0018,2016,12733.93,43387.39,70.23
C0018,2017,6653.55,50385.60,73.28
C0018,2018,11198.14,92682.43,63.41
C0018,2019,29038.46,57272.99,61.01
C0018,2020,13009.49,80962.94,51.75
C0018,2021,33058.22,93884.26,51.08
C0018,2022,19727.04,59250.51,80.96
C0018,2023,44456.77,15372.76,47.54
C0018,2024,28365.43,83061.50,78.82
C0019,2015,31507.60,82689.31,78.64
C0019,2016,28271.43,15923.59,73.96
C0019,2017,44392.87,57071.22,22.63
C0019,2018,4107.56,51273.14,30.36
C0019,2019,4300.09,85480.48,42.03
C0019,2020,35385.27,31089.64,79.33
C0019,2021,38630.23,45496.38,81.13
C0019,2022,22245.88,62455.15,22.91
C0019,2023,18262.96,54138.29,42.73
C0019,2024,14619.31,95728.26,79.53
C0020,2015,12485.35,96262.45,37.48
C0020,2016,45685.97,12749.39,88.32
C0020,2017,15461.84,33295.46,54.25
C0020,2018,32755.86,5715.81,85.61
C0020,2019,39567.64,44696.73,50.02
C0020,2020,2076.36,67903.21,42.67
C0020,2021,2659.83,49772.05,45.37
C0020,2022,17323.73,11382.28,81.90
C0020,2023,35104.77,23615.84,43.15
C0020,2024,13779.13,21462.68,66.85
C0021,2015,1072.68,53557.19,52.89
C0021,2016,15119.25,69379.60,85.92
C0021,2017,5416.41,35050.92,31.16
C0021,2018,11751.25,17393.71,50.01
C0021,2019,17326.31,80866.78,28.72
C0021,2020,7274.81,86544.37,60.47
C0021,2021,35611.87,31266.38,48.20
C0021,2022,13540.09,44971.03,24.27
C0021,2023,33393.65,12783.45,79.49
C0021,2024,30352.61,26631.24,46.29
C0022,2015,45004.23,77865.04,54.55
C0022,2016,5308.73,39693.80,48.53
C0022,2017,11515.80,62445.77,54.21
C0022,2018,43393.74,94887.53,21.14
C0022,2019,41284.44,73745.60,77.08
C0022,2020,10413.17,48077.96,43.26
C0022,2021,6279.06,39853.63,70.71
C0022,2022,42955.83,23100.07,24.54
C0022,2023,9728.76,76833.31,56.67
C0022,2024,43684.38,15680.40,83.62
C0023,2015,48094.62,10832.40,47.88
C0023,2016,11819.53,14958.72,33.81
C0023,2017,42178.99,28076.01,26.94
C0023,2018,21767.72,64576.72,80.14
C0023,2019,39650.14,86826.36,36.72
C0023,2020,20962.38,99299.13,88.25
C0023,2021,4449.38,74490.99,37.35
C0023,2022,35922.07,18867.82,53.67
C0023,2023,8383.74,31381.95,52.06
C0023,2024,46424.23,17538.74,24.34
C0024,2015,21469.57,15977.42,57.23
C0024,2016,5018.01,58934.60,67.08
C0024,2017,12195.52,91138.69,71.95
C0024,2018,43263.36,70011.00,56.58
C0024,2019,16733.19,81061.77,76.88
C0024,2020,42960.07,53269.19,72.65
C0024,2021,9442.05,50155.50,33.58
C0024,2022,23942.69,94061.03,48.11
C0024,2023,44034.72,73586.64,29.98
C0024,2024,3371.84,48637.41,29.34
C0025,2015,15909.58,36595.33,69.85
C0025,2016,45582.73,13847.11,57.13
C0025,2017,30229.79,82993.38,62.07
C0025,2018,36095.37,21085.75,71.25
C0025,2019,42264.29,53926.50,39.41
C0025,2020,26656.22,65541.53,48.10
C0025,2021,42422.93,75687.42,62.48
C0025,2022,32299.46,12917.64,26.76
C0025,2023,34596.87,6015.18,78.31
C0025,2024,8489.87,72070.81,44.04
C0026,2015,47011.92,48167.17,66.11
C0026,2016,40008.13,22207.86,89.69
C0026,2017,13455.60,98292.60,53.28
C0026,2018,29419.74,80178.64,35.05
C0026,2019,19446.83,59958.74,35.15
C0026,2020,33359.70,71700.17,24.23
C0026,2021,49693.60,19727.23,73.70
C0026,2022,3241.57,96411.39,40.54
C0026,2023,47673.66,99654.87,32.09
C0026,2024,4547.18,66602.32,69.96
C0027,2015,23577.47,68489.70,41.64
C0027,2016,24623.35,71923.56,62.03
C0027,2017,14167.50,68249.69,49.25
C0027,2018,28768.27,46661.38,43.39
C0027,2019,41864.24,56364.24,54.26
C0027,2020,15404.15,31858.99,41.97
C0027,2021,4449.84,47450.55,80.94
C0027,2022,31981.90,46429.81,25.11
C0027,2023,37835.51,32373.34,22.11
C0027,2024,47771.63,79736.96,48.45
C0028,2015,8816.71,43918.84,32.10
C0028,2016,45166.63,57412.95,72.06
C0028,2017,24624.05,19828.60,44.74
C0028,2018,12552.15,50121.86,38.30
C0028,2019,48174.68,77338.26,45.16
C0028,2020,12683.03,47229.94,35.36
C0028,2021,36938.77,57985.43,40.98
C0028,2022,39459.45,71662.13,59.76
C0028,2023,22095.43,41952.68,80.48
C0028,2024,34809.26,38561.84,45.96
C0029,2015,29051.38,13145.49,42.45
C0029,2016,10409.60,60315.88,74.73
C0029,2017,38234.51,72161.06,21.57
C0029,2018,46472.79,60218.98,41.15
C0029,2019,24943.26,31934.91,51.65
C0029,2020,49721.20,29922.00,62.05
C0029,2021,21970.30,20151.32,30.92
C0029,2022,24507.09,9464.13,50.30
C0029,2023,34020.98,45553.41,59.64
C0029,2024,10102.74,20249.43,55.72
C0030,2015,45195.35,70625.78,60.22
C0030,2016,40262.37,96364.64,66.37
C0030,2017,43748.45,11980.75,46.56
C0030,2018,30868.37,89830.80,24.45
C0030,2019,44303.65,67483.03,23.89
C0030,2020,34318.65,86726.50,80.11
C0030,2021,26066.48,19721.09,67.42
C0030,2022,46657.75,91115.79,73.49
C0030,2023,22546.27,95997.82,85.02
C0030,2024,25527.92,91137.84,72.54
C0031,2015,9307.64,79622.46,68.46
C0031,2016,47435.29,13578.90,65.90
C0031,2017,11831.59,25969.45,38.10
C0031,2018,10869.38,91747.85,87.01
C0031,2019,5958.54,26795.31,57.94
C0031,2020,23214.61,38032.83,35.55
C0031,2021,14407.11,9795.30,34.69
C0031,2022,37298.27,64668.84,77.07
C0031,2023,16068.56,58513.59,37.51
C0031,2024,36317.74,96368.31,22.90
C0032,2015,10602.09,89772.74,49.99
C0032,2016,12268.33,53064.67,77.21
C0032,2017,40502.53,62887.04,49.01
C0032,2018,19183.58,44253.70,76.25
C0032,2019,6476.92,17583.62,77.90
C0032,2020,48108.79,87440.11,80.04
C0032,2021,9692.22,57206.17,61.22
C0032,2022,8359.66,45412.25,68.96
C0032,2023,18560.72,11504.21,38.33
C0032,2024,5686.05,68211.42,26.98
C0033,2015,8625.20,42968.17,57.29
C0033,2016,42475.79,29101.11,20.74
C0033,2017,9403.84,88291.56,52.60
C0033,2018,6459.91,22445.02,27.15
C0033,2019,44117.92,53926.89,27.59
C0033,2020,22746.03,80596.82,80.95
C0033,2021,8700.98,85662.10,64.84
C0033,2022,29494.35,82777.01,65.17
C0033,2023,3033.79,90179.50,48.31
C0033,2024,21941.75,18523.95,48.93
C0034,2015,29925.38,94343.56,41.22
C0034,2016,47898.88,6026.28,50.41
C0034,2017,16996.77,29310.88,61.10
C0034,2018,38487.50,12983.68,33.06
C0034,2019,7502.29,94825.65,38.32
C0034,2020,22245.54,45273.89,54.63
C0034,2021,11933.60,34950.59,46.93
C0034,2022,25130.92,20873.31,77.36
C0034,2023,21444.36,19802.70,77.52
C0034,2024,49009.47,63323.51,43.52
C0035,2015,45957.40,9473.00,51.56
C0035,2016,29528.09,61461.39,88.36
C0035,2017,9648.98,78591.69,77.92
C0035,2018,28290.89,62096.41,35.10
C0035,2019,39812.03,83524.98,39.62
C0035,2020,2863.33,30199.58,25.84
C0035,2021,22267.44,12331.29,67.45
C0035,2022,3089.70,73494.11,42.18
C0035,2023,12953.94,83672.39,57.56
C0035,2024,5513.62,52659.27,73.77
C0036,2015,48068.34,82958.61,78.52
C0036,2016,9272.60,48502.32,42.78
C0036,2017,8355.09,23860.13,36.61
C0036,2018,48630.69,50067.43,79.40
C0036,2019,26282.40,25515.31,46.69
C0036,2020,38141.27,49843.00,77.54
C0036,2021,17038.42,19017.40,30.48
C0036,2022,27110.17,22628.40,83.83
C0036,2023,1335.83,88876.71,53.82
C0036,2024,21032.11,16006.53,31.91
C0037,2015,28199.40,26306.06,57.45
C0037,2016,26206.10,99574.40,80.90
C0037,2017,20885.16,59721.76,47.25
C0037,2018,39607.48,60652.83,32.46
C0037,2019,25580.40,85272.23,60.36
C0037,2020,32169.91,54810.37,78.41
C0037,2021,10046.44,26069.29,28.49
C0037,2022,43213.50,45134.32,22.90
C0037,2023,18778.97,76725.12,23.94
C0037,2024,24623.08,87882.60,36.13
C0038,2015,18257.54,30954.36,20.51
C0038,2016,44703.45,29887.65,50.01
C0038,2017,45136.27,36122.78,68.84
C0038,2018,11989.93,61640.02,69.73
C0038,2019,37883.01,31458.36,64.57
C0038,2020,6041.29,89848.01,40.73
C0038,2021,2462.67,97910.72,71.52
C0038,2022,41992.62,69516.39,60.35
C0038,2023,7427.73,97178.47,80.28
C0038,2024,8584.35,32345.79,53.46
C0039,2015,30722.82,82441.18,32.61
C0039,2016,41021.66,69452.24,64.43
C0039,2017,10290.45,30003.22,30.55
C0039,2018,6595.42,35248.69,87.42
C0039,2019,4788.79,51419.44,69.23
C0039,2020,2217.47,80206.12,72.94
C0039,2021,6707.48,87861.12,67.55
C0039,2022,47191.90,65224.97,26.83
C0039,2023,5668.84,73549.76,52.57
C0039,2024,30280.39,30065.71,65.60
C0040,2015,46127.35,75401.80,36.05
C0040,2016,31763.19,62473.08,67.57
C0040,2017,2604.54,26177.49,77.39
C0040,2018,30224.28,95267.76,39.25
C0040,2019,45250.20,53721.66,33.97
C0040,2020,16805.39,80473.89,81.82
C0040,2021,16367.77,54933.21,20.36
C0040,2022,13194.32,93628.99,37.90
C0040,2023,25771.68,18421.54,48.47
C0040,2024,12659.20,56884.69,67.06
C0041,2015,36465.65,7389.73,89.79
C0041,2016,32598.23,23752.39,45.96
C0041,2017,20637.91,31697.52,86.42
C0041,2018,36405.20,49897.96,45.67
C0041,2019,5826.32,82916.40,68.69
C0041,2020,37726.89,49332.18,31.58
C0041,2021,30542.50,58312.78,52.23
C0041,2022,31874.06,92785.16,80.99
C0041,2023,4168.52,76870.58,42.40
C0041,2024,31288.62,9769.32,27.36
C0042,2015,25211.98,21763.95,56.59
C0042,2016,24807.26,8630.66,50.77
C0042,2017,16770.82,11560.34,36.07
C0042,2018,1373.08,37191.21,83.39
C0042,2019,21709.23,74146.56,62.12
C0042,2020,20644.89,28213.52,44.30
C0042,2021,21717.46,42267.19,89.73
C0042,2022,30987.71,42418.09,29.63
C0042,2023,15695.40,61079.12,79.36
C0042,2024,14199.79,89827.31,36.14
C0043,2015,25391.28,98406.59,36.77
C0043,2016,30023.57,62438.04,54.87
C0043,2017,28799.09,52981.70,66.34
C0043,2018,44200.44,69778.19,68.33
C0043,2019,38688.06,68462.97,21.55
C0043,2020,3557.30,54774.86,40.08
C0043,2021,28610.30,75010.85,66.24
C0043,2022,21472.90,51670.78,82.28
C0043,2023,18691.51,99663.55,66.89
C0043,2024,47936.90,9654.74,38.61
C0044,2015,23382.99,47105.48,55.54
C0044,2016,36252.31,42717.31,65.33
C0044,2017,48387.26,78178.88,29.47
C0044,2018,8399.01,23128.41,58.14
C0044,2019,3676.20,46237.17,53.02
C0044,2020,16367.39,71304.73,43.57
C0044,2021,3177.77,62303.23,63.65
C0044,2022,6721.47,56786.57,64.54
C0044,2023,49593.78,46320.74,88.00
C0044,2024,48048.77,76440.84,49.98
C0045,2015,34873.34,66410.39,57.19
C0045,2016,37896.36,88097.55,31.03
C0045,2017,7884.11,74634.89,58.39
C0045,2018,30166.54,18338.72,22.53
C0045,2019,8566.22,63856.11,30.49
C0045,2020,19540.92,9231.15,31.99
C0045,2021,17921.91,41800.23,64.28
C0045,2022,31084.06,44134.08,59.71
C0045,2023,4904.96,86213.88,75.86
C0045,2024,6069.64,22135.31,52.51
C0046,2015,30886.66,66136.44,53.24
C0046,2016,32169.77,23276.77,31.31
C0046,2017,17654.24,95123.66,71.99
C0046,2018,8196.69,55302.21,20.26
C0046,2019,44417.92,72280.31,49.74
C0046,2020,3594.49,66421.81,33.18
C0046,2021,36151.40,33845.66,73.97
C0046,2022,7862.19,90613.79,67.14
C0046,2023,32231.32,64588.62,69.47
C0046,2024,33519.14,53480.21,30.40
C0047,2015,40408.72,55194.27,66.82
C0047,2016,20356.23,89615.60,68.36
C0047,2017,2068.03,10616.35,20.18
C0047,2018,40741.42,41960.90,42.23
C0047,2019,22759.33,84954.62,26.11
C0047,2020,42507.40,8563.95,67.70
C0047,2021,39023.26,65722.22,34.85
C0047,2022,25417.03,43310.10,38.53
C0047,2023,49970.57,24435.43,25.48
C0047,2024,23641.68,63083.46,53.87
C0048,2015,35128.73,83950.80,22.31
C0048,2016,33820.39,49397.26,79.19
C0048,2017,26385.27,18940.05,21.85
C0048,2018,29682.16,34084.37,24.31
C0048,2019,40131.83,98228.56,64.83
C0048,2020,29009.05,15553.73,84.19
C0048,2021,23057.27,20267.93,82.45
C0048,2022,33442.04,99066.90,25.85
C0048,2023,2739.94,88799.64,40.19
C0048,2024,6350.50,72177.23,56.47
C0049,2015,7145.89,19343.41,21.86
C0049,2016,21862.62,27852.17,57.00
C0049,2017,43716.99,22117.31,51.34
C0049,2018,32521.44,64940.71,61.19
C0049,2019,48658.31,42892.54,84.42
C0049,2020,2957.11,9539.02,39.22
C0049,2021,36378.35,32672.77,64.74
C0049,2022,16395.88,86762.06,50.09
C0049,2023,2140.99,80624.02,50.46
C0049,2024,41470.41,66086.12,65.31
C0050,2015,8971.98,13126.63,86.59
C0050,2016,11489.67,88865.13,80.41
C0050,2017,17682.83,55779.19,64.77
C0050,2018,39629.50,51984.72,52.31
C0050,2019,31604.94,93736.04,49.68
C0050,2020,13978.20,5840.18,75.10
C0050,2021,9255.98,57810.23,35.28
C0050,2022,6367.86,80168.22,61.14
C0050,2023,8341.01,11050.60,55.35
C0050,2024,43539.11,38931.35,65.45
C0051,2015,46211.49,97861.09,33.12
C0051,2016,48429.93,25119.67,68.70
C0051,2017,41901.86,55462.05,63.89
C0051,2018,44482.13,75876.56,32.61
C0051,2019,40989.07,42085.52,51.47
C0051,2020,47944.73,43747.96,67.50
C0051,2021,42436.90,11010.49,83.11
C0051,2022,23638.13,23058.87,28.55
C0051,2023,16839.46,88657.88,20.61
C0051,2024,29626.38,82740.18,31.56
C0052,2015,30800.98,33940.66,89.25
C0052,2016,29170.81,41262.57,73.79
C0052,2017,35629.59,46838.99,63.01
C0052,2018,35249.85,37864.64,29.31
C0052,2019,5272.52,67121.61,49.12
C0052,2020,14990.60,6218.70,70.07
C0052,2021,44603.15,88615.97,82.71
C0052,2022,29911.72,33561.66,46.73
C0052,2023,17097.71,87875.48,89.98
C0052,2024,42672.47,48166.65,29.78
C0053,2015,13203.07,78751.44,47.09
C0053,2016,21050.79,83449.08,81.28
C0053,2017,14536.48,33622.44,65.49
C0053,2018,43696.15,65830.86,76.76
C0053,2019,36686.15,62704.33,83.55
C0053,2020,23551.06,50221.34,55.51
C0053,2021,46682.74,49609.02,36.43
C0053,2022,46444.79,33994.31,68.56
C0053,2023,35864.73,34468.10,59.44
C0053,2024,44707.69,57074.40,74.09
C0054,2015,36250.26,8065.71,55.82
C0054,2016,31782.38,93698.12,76.78
C0054,2017,21618.37,66748.04,83.14
C0054,2018,14400.02,47127.14,72.47
C0054,2019,3952.61,10871.57,72.06
C0054,2020,40242.63,64851.19,61.10
C0054,2021,6985.99,6685.55,53.01
C0054,2022,21107.11,69587.38,88.08
C0054,2023,12497.08,11889.82,65.16
C0054,2024,23276.69,67329.71,78.82
C0055,2015,16434.21,43559.34,55.38
C0055,2016,41655.00,67949.71,58.84
C0055,2017,48930.75,18157.25,66.40
C0055,2018,47136.18,16151.38,71.00
C0055,2019,31496.13,28505.28,51.38
C0055,2020,48984.55,44093.58,44.94
C0055,2021,20635.41,29037.94,36.76
C0055,2022,26601.88,12791.46,49.66
C0055,2023,13585.64,35877.67,34.79
C0055,2024,45001.14,72047.29,49.17
C0056,2015,9805.75,60393.18,81.23
C0056,2016,30913.89,96515.83,88.39
C0056,2017,40173.25,46412.56,60.40
C0056,2018,30174.54,36616.22,30.22
C0056,2019,4859.99,70899.56,49.93
C0056,2020,30960.90,44136.08,62.15
C0056,2021,38586.89,63739.38,45.95
C0056,2022,10203.58,94897.29,34.36
C0056,2023,37110.69,52422.98,35.88
C0056,2024,44050.31,52326.63,53.18
C0057,2015,49336.47,78640.82,35.15
C0057,2016,21092.90,76827.28,37.47
C0057,2017,2232.96,54041.99,81.12
C0057,2018,21534.87,11148.43,74.53
C0057,2019,33351.16,98174.76,23.87
C0057,2020,44676.89,40845.44,42.41
C0057,2021,46967.18,35087.11,57.24
C0057,2022,45569.21,98246.95,24.24
C0057,2023,33240.03,87852.85,67.82
C0057,2024,34443.63,36370.58,46.91
C0058,2015,1116.81,34289.36,47.80
C0058,2016,18822.83,73490.64,38.57
C0058,2017,45435.96,36760.01,43.38
C0058,2018,34791.27,28886.04,80.32
C0058,2019,23928.12,98068.73,75.20
C0058,2020,6108.37,58742.47,85.50
C0058,2021,13069.52,77437.27,68.93
C0058,2022,28191.20,72740.22,60.45
C0058,2023,44977.57,76774.97,38.15
C0058,2024,5694.81,90822.05,66.68
C0059,2015,8534.02,52572.99,83.43
C0059,2016,33095.25,76570.93,24.84
C0059,2017,15413.34,80697.31,51.01
C0059,2018,9315.49,94906.54,30.46
C0059,2019,9743.36,72744.19,76.74
C0059,2020,25138.05,89798.50,62.99
C0059,2021,29603.47,14028.62,81.58
C0059,2022,45313.12,16979.18,24.42
C0059,2023,26961.04,20042.89,83.40
C0059,2024,34872.41,18757.24,24.70
C0060,2015,9853.61,13314.29,40.13
C0060,2016,35959.55,16644.51,30.93
C0060,2017,32785.99,99611.48,30.18
C0060,2018,11592.92,30857.58,32.02
C0060,2019,33799.50,50414.57,53.62
C0060,2020,11363.11,83053.46,74.91
C0060,2021,30085.31,16238.94,82.88
C0060,2022,33773.64,35149.68,59.68
C0060,2023,34974.18,20132.17,31.04
C0060,2024,45554.06,10942.83,25.54
C0061,2015,47444.03,96271.57,54.59
C0061,2016,40699.70,86543.99,73.58
C0061,2017,44058.66,88533.31,63.41
C0061,2018,1947.12,87524.61,60.79
C0061,2019,18770.74,19683.85,23.37
C0061,2020,2946.39,79574.71,48.81
C0061,2021,12017.42,74147.76,58.53
C0061,2022,19704.49,92914.46,61.88
C0061,2023,43511.20,25835.62,20.34
C0061,2024,26075.95,44334.22,33.97
C0062,2015,32794.19,33018.21,86.49
C0062,2016,18777.96,29502.19,55.61
C0062,2017,30542.88,66976.26,69.25
C0062,2018,40961.29,20574.62,41.57
C0062,2019,15760.83,49156.68,60.98
C0062,2020,46680.58,66430.84,44.95
C0062,2021,11452.36,17378.79,40.79
C0062,2022,46045.76,29413.11,48.80
C0062,2023,2386.58,96899.78,52.19
C0062,2024,27594.86,80565.79,43.18
C0063,2015,49273.47,69310.69,38.06
C0063,2016,30879.16,86317.07,63.67
C0063,2017,28188.22,6327.00,46.65
C0063,2018,34441.04,5577.07,34.13
C0063,2019,15175.81,19626.83,73.09
C0063,2020,3641.85,52049.43,70.66
C0063,2021,13302.15,59147.50,82.08
C0063,2022,9636.11,15800.41,58.85
C0063,2023,46254.89,11867.13,39.56
C0063,2024,42760.84,83691.74,80.46
C0064,2015,16567.98,49124.51,39.62
C0064,2016,41967.40,99286.97,65.89
C0064,2017,11375.88,26787.93,33.33
C0064,2018,10779.38,66484.11,64.04
C0064,2019,38609.24,81416.88,78.86
C0064,2020,17019.60,87900.62,57.80
C0064,2021,4174.84,34100.31,52.96
C0064,2022,36279.34,23361.64,89.54
C0064,2023,49490.47,26478.98,21.57
C0064,2024,28732.91,68340.56,43.22
C0065,2015,13919.71,54621.33,84.30
C0065,2016,19272.38,61904.18,64.98
C0065,2017,32783.83,6950.22,57.95
C0065,2018,35367.60,42142.45,64.64
C0065,2019,44430.28,34464.10,42.54
C0065,2020,45532.93,87059.22,24.98
C0065,2021,43202.65,78744.58,39.26
C0065,2022,32776.06,45809.33,43.55
C0065,2023,23042.77,64900.31,53.59
C0065,2024,34285.97,9529.54,47.57
C0066,2015,33661.71,65538.89,56.47
C0066,2016,11681.16,14234.47,33.73
C0066,2017,25870.13,72831.78,32.88
C0066,2018,11202.52,59514.65,44.62
C0066,2019,45057.07,33546.86,53.16
C0066,2020,16839.15,40229.80,43.92
C0066,2021,40465.87,13558.70,60.36
C0066,2022,19484.13,35664.90,41.70
C0066,2023,38423.07,96850.08,32.40
C0066,2024,11824.71,51187.56,80.40
C0067,2015,38423.42,50052.89,34.04
C0067,2016,9797.07,64776.73,87.66
C0067,2017,25050.06,51022.16,89.12
